domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
southtexas.va.gov,18186,27279,15913,1.5,64.31315297,15913
treasuryhunt.gov,18186,39782,17050,2.187506873,82.06334543,18186
arkansas.nationalguard.mil,17050,18186,4547,1.066627566,1.199941349,17050
bja.ojp.gov,17050,30689,17050,1.799941349,12.86633431,19323
boston.va.gov,17050,25006,17050,1.466627566,33.26580645,20459
commonfund.nih.gov,17050,26143,14776,1.533313783,324.7248094,10230
comptox.epa.gov,17050,42056,9093,2.466627566,162.5290323,15913
daac.ornl.gov,17050,21596,10230,1.266627566,119.1302053,17050
disc.gsfc.nasa.gov,17050,21596,10230,1.266627566,92.13090909,17050
dm.af.mil,17050,44329,13640,2.599941349,143.3962463,17050
enviro.epa.gov,17050,80701,20459,4.733196481,213.7276833,25006
fayettevillenc.va.gov,17050,29553,14776,1.733313783,96.59747801,14776
fdasis.nlm.nih.gov,17050,943408,13640,55.33184751,1023.039707,17050
filermanagement.edgarfiling.sec.gov,17050,252333,6820,14.79958944,1243.567273,19323
giovanni.gsfc.nasa.gov,17050,25006,5683,1.466627566,136.3964223,18186
goodfellow.af.mil,17050,36372,11366,2.133255132,288.4590616,17050
hanscom.af.mil,17050,22733,17050,1.333313783,41.73225806,18186
hdsc.nws.noaa.gov,17050,26143,11366,1.533313783,35.39906158,17050
hill.af.mil,17050,29553,14776,1.733313783,135.7964223,15913
hirevets.gov,17050,32962,13640,1.933255132,42.53219941,17050
keesler.af.mil,17050,32962,13640,1.933255132,40.99894428,18186
kirtland.af.mil,17050,31826,18186,1.866627566,40.93225806,18186
landsat.visibleearth.nasa.gov,17050,106844,13640,6.266510264,272.7928446,17050
littlerock.af.mil,17050,37509,10230,2.199941349,249.7267449,17050
lovell.fhcc.va.gov,17050,17050,12503,1,15.86627566,14776
marineband.marines.mil,17050,31826,14776,1.866627566,202.9946628,17050
minot.af.mil,17050,71608,15913,4.199882698,83.7311437,17050
mor.nlm.nih.gov,17050,142080,4547,8.33313783,569.0516716,17050
move.va.gov,17050,73881,11366,4.333196481,405.2560117,17050
nwp.usace.army.mil,17050,30689,6820,1.799941349,149.1960704,17050
piv.idmanagement.gov,17050,17050,15913,1,0,17050
sam.usace.army.mil,17050,27279,12503,1.599941349,172.1954839,17050
search.benefits.gov,17050,21596,10230,1.266627566,22.39941349,14776
shaw.af.mil,17050,36372,14776,2.133255132,73.66475073,17050
skyview.gsfc.nasa.gov,17050,35236,17050,2.066627566,237.7270968,17050
southcom.mil,17050,29553,13640,1.733313783,133.7297947,17050
strikeprice.cftc.gov,17050,17050,17050,1,0,17050
swl.usace.army.mil,17050,50012,11366,2.933255132,145.8628152,17050
tj.usembassy.gov,17050,57968,11366,3.399882698,330.7913196,17050
toolkit.climate.gov,17050,36372,11366,2.133255132,221.7941349,17050
tradoc.army.mil,17050,30689,15913,1.799941349,79.531261,17050
usap.gov,17050,25006,17050,1.466627566,41.86557185,17050
vcf.gov,17050,27279,13640,1.599941349,157.7958358,17050
vsc.gsa.gov,17050,36372,11366,2.133255132,203.4612903,18186
www-s.nist.gov,17050,114800,15913,6.73313783,429.9886804,21596
asrs.arc.nasa.gov,15913,32962,9093,2.071388173,117.4993402,15913
baypines.va.gov,15913,34099,14776,2.142839188,67.92823478,18186
blog.epa.gov,15913,27279,18186,1.714258782,124.9279206,12503
bloodstemcell.hrsa.gov,15913,15913,10230,1,125.4278891,15913
c7f.navy.mil,15913,32962,7956,2.071388173,37.85690945,15913
cccbdb.nist.gov,15913,35236,12503,2.214290203,193.4275121,15913
crime-data-explorer.fr.cloud.gov,15913,17050,15913,1.071451015,37.28548985,15913
dailyburialschedule.cem.va.gov,15913,65925,13640,4.142839188,146.4992145,15913
earth.gsfc.nasa.gov,15913,23869,5683,1.499968579,32.9284233,14776
education.blogs.archives.gov,15913,30689,13640,1.928548985,243.4987117,14776
esrs.gov,15913,117074,12503,7.357129391,324.1411425,15913
finance.ocfo.gsa.gov,15913,197775,6820,12.42851756,393.0693144,15913
financialaidtoolkit.ed.gov,15913,42056,18186,2.642870609,192.6418023,17050
gy.usembassy.gov,15913,23869,9093,1.499968579,19.21416452,18186
la.usembassy.gov,15913,30689,15913,1.928548985,85.92810909,15913
lomalinda.va.gov,15913,22733,13640,1.428580406,57.49971721,15913
mcconnell.af.mil,15913,29553,6820,1.857160812,105.570854,15913
memphis.va.gov,15913,19323,7956,1.214290203,14.35706655,17050
na.usembassy.gov,15913,22733,14776,1.428580406,112.2136618,14776
northflorida.va.gov,15913,29553,15913,1.857160812,103.4280148,14776
ojjdp.ojp.gov,15913,22733,12503,1.428580406,233.7130019,14776
onrr.gov,15913,22733,7956,1.428580406,45.07119965,14776
pwg.gsfc.nasa.gov,15913,25006,15913,1.571419594,141.4992145,17050
py.usembassy.gov,15913,87521,13640,5.499968579,450.1404512,15913
science.gsfc.nasa.gov,15913,38646,12503,2.428580406,176.0705084,18186
search.bea.gov,15913,15913,10230,1,18.07132533,5683
search.invasivespeciesinfo.gov,15913,20459,5683,1.285678376,182.2132847,11366
smart.gov,15913,35236,11366,2.214290203,23.64274493,15913
ssa.ecpic.gov,15913,90931,1137,5.714258782,1019.923082,15913
statecancerprofiles.cancer.gov,15913,111390,10230,6.999937158,283.4984604,13640
stewarthunter.armymwr.com,15913,37509,11366,2.357129391,49.49971721,15913
stlouis.va.gov,15913,25006,10230,1.571419594,23.64274493,14776
strategy.data.gov,15913,30689,10230,1.928548985,91.85665808,17050
technology.nasa.gov,15913,30689,12503,1.928548985,125.7850185,17050
tennesseevalley.va.gov,15913,23869,10230,1.499968579,79.71388173,14776
test.ginniemae.gov,15913,15913,15913,1,0,15913
toxnet.nlm.nih.gov,15913,30689,3410,1.928548985,8.571356752,14776
usda.usajobs.gov,15913,51149,15913,3.214290203,284.8555898,3410
viewer.nationalmap.gov,15913,20459,11366,1.285678376,96.21378747,15913
whiteriver.va.gov,15913,36372,15913,2.285678376,56.57110539,19323
afhistory.af.mil,14776,28416,10230,1.923118571,124.002301,13640
aircrafticing.grc.nasa.gov,14776,34099,3410,2.307728749,10.3078641,14776
api.nasa.gov,14776,15913,12503,1.076949107,0,14776
bcrisktool.cancer.gov,14776,70471,12503,4.769288035,170.7724689,14776
birmingham.va.gov,14776,15913,4547,1.076949107,6.538576069,13640
bsee.gov,14776,95477,9093,6.461626963,385.6226313,14776
buckley.af.mil,14776,31826,12503,2.153898213,73.69369247,14776
bva.va.gov,14776,20459,12503,1.384610179,281.8514483,6820
certifiedcopycenter.uspto.gov,14776,39782,14776,2.692338928,172.6186383,19323
designsystem.digital.gov,14776,30689,12503,2.076949107,22.84657553,14776
dietaryguidelines.gov,14776,31826,12503,2.153898213,71.92440444,14776
dragonhilllodge.com,14776,32962,13640,2.230779643,127.3100975,14776
e-cigarettes.surgeongeneral.gov,14776,38646,14776,2.615457499,288.620804,14776
eisenhowerlibrary.gov,14776,28416,11366,1.923118571,61.92426909,14776
gn.usembassy.gov,14776,21596,6820,1.461559285,93.00175961,9093
godefense.cpms.osd.mil,14776,27279,12503,1.846169464,97.23260693,14776
hab.hrsa.gov,14776,17050,12503,1.153898213,0.461559285,12503
indianapolis.va.gov,14776,17050,9093,1.153898213,1.615389821,15913
irs.usajobs.gov,14776,64788,6820,4.384677856,249.7739578,13640
jba.af.mil,14776,27279,14776,1.846169464,69.7705739,14776
learn.nlm.nih.gov,14776,13640,11366,0.923118571,52.84711695,10230
maine.va.gov,14776,21596,10230,1.461559285,27.3851516,14776
manchester.va.gov,14776,19323,13640,1.307728749,29.92365999,15913
marketplace.cms.gov,14776,29553,15913,2.000067677,25.53891446,17050
marketplace.fedramp.gov,14776,18186,12503,1.230779643,168.5416215,14776
marsoc.marines.mil,14776,23869,14776,1.615389821,63.53965891,11366
md.usembassy.gov,14776,21596,12503,1.461559285,29.30827017,14776
netsafa.navy.mil,14776,18186,1137,1.230779643,159.2337574,14776
nyharbor.va.gov,14776,19323,13640,1.307728749,53.84718462,12503
oig.dhs.gov,14776,17050,14776,1.153898213,10.69254196,14776
ops.fhwa.dot.gov,14776,26143,17050,1.769288035,16.84644017,17050
osi.af.mil,14776,92068,14776,6.230914997,361.8529372,17050
pcmh.ahrq.gov,14776,15913,13640,1.076949107,188.0804683,13640
peterson.af.mil,14776,27279,13640,1.846169464,24.30813481,15913
preview.weather.gov,14776,19323,12503,1.307728749,417.084732,11366
prosthetics.va.gov,14776,21596,18186,1.461559285,159.387588,17050
redstone.armymwr.com,14776,26143,7956,1.769288035,36.92379534,15913
schriever.af.mil,14776,34099,13640,2.307728749,191.080536,15913
search.noaa.gov,14776,39782,13640,2.692338928,251.0816188,14776
srs.fs.usda.gov,14776,22733,14776,1.538508392,41.61613427,14776
ssd.wrh.noaa.gov,14776,14776,1137,1,0,14776
tz.usembassy.gov,14776,51149,10230,3.461626963,303.1595154,14776
uts.nlm.nih.gov,14776,40919,9093,2.769288035,48.61626963,15913
valu.va.gov,14776,38646,11366,2.615457499,45.61626963,15913
vandenberg.af.mil,14776,21596,14776,1.461559285,25.07742285,14776
vendorportal.ecms.va.gov,14776,84111,9093,5.692406605,738.4754331,13640
volpe.dot.gov,14776,30689,12503,2.076949107,95.07870872,13640
westpoint.armymwr.com,14776,20459,11366,1.384610179,24.53891446,14776
wright.nasa.gov,14776,14776,10230,1,0,14776
1940census.archives.gov,13640,75018,12503,5.499853372,199.2447214,17050
2ndmardiv.marines.mil,13640,18186,6820,1.333284457,152.4959677,13640
aepubs.eur.army.mil,13640,13640,2273,1,0,13640
asean.usmission.gov,13640,22733,12503,1.666642229,57.08181818,13640
biloxi.va.gov,13640,31826,12503,2.333284457,24.99934018,18186
bulkorder.ftc.gov,13640,78428,10230,5.749853372,177.2453079,9093
catran.sba.gov,13640,32962,11366,2.416568915,37.83233138,14776
cnrfc.noaa.gov,13640,18186,10230,1.333284457,53.99860704,13640
connect.usa.gov,13640,15913,13640,1.166642229,41.66554252,12503
cusnc.navy.mil,13640,18186,12503,1.333284457,10.49970674,15913
cy.usembassy.gov,13640,18186,10230,1.333284457,82.41451613,13640
dayton.va.gov,13640,26143,10230,1.916642229,66.49824047,13640
earlecclements.jobcorps.gov,13640,19323,2273,1.416642229,224.3274194,13640
epi.grants.cancer.gov,13640,14776,13640,1.083284457,62.74831378,12503
error.vba.va.gov,13640,18186,13640,1.333284457,5.833211144,14776
espanol.foodsafety.gov,13640,15913,13640,1.166642229,3.333211144,13640
eyes.nasa.gov,13640,26143,13640,1.916642229,19.33284457,13640
faai.usajobs.gov,13640,25006,4547,1.833284457,172.0788123,4547
forcecom.uscg.mil,13640,32962,13640,2.416568915,248.7434751,13640
fsrs.gov,13640,118210,6820,8.666422287,467.9043255,13640
home.nps.gov,13640,21596,14776,1.583284457,193.1615836,14776
intelligence.gov,13640,35236,13640,2.583284457,165.1623167,13640
listo.gov,13640,35236,13640,2.583284457,52.58196481,13640
mars.jpl.nasa.gov,13640,43192,15913,3.166568915,38.08233138,13640
me.usembassy.gov,13640,38646,12503,2.833284457,78.41458944,13640
mg.usembassy.gov,13640,29553,9093,2.166642229,99.58071848,13640
miami.va.gov,13640,29553,4547,2.166642229,214.9109971,14776
mspb.gov,13640,21596,11366,1.583284457,107.1638563,13640
mymarketnews.ams.usda.gov,13640,70471,14776,5.166495601,228.077346,14776
nixonlibrary.gov,13640,28416,10230,2.083284457,82.49780059,13640
nomads.ncdc.noaa.gov,13640,43192,5683,3.166568915,206.7445748,10230
olms.dol-esa.gov,13640,44329,7956,3.249926686,277.0760264,13640
save.uscis.gov,13640,147763,11366,10.83306452,153.9959677,17050
search.nccih.nih.gov,13640,14776,4547,1.083284457,73.3313783,10230
sites.wff.nasa.gov,13640,23869,5683,1.749926686,51.49868035,15913
sscweb.gsfc.nasa.gov,13640,219371,2273,16.08291789,1132.470161,18186
tech.ed.gov,13640,31826,13640,2.333284457,78.41458944,13640
veterans.gov,13640,17050,12503,1.25,34.83240469,13640
6thmcd.marines.mil,12503,15913,2273,1.272734544,26.63640726,12503
aero.larc.nasa.gov,12503,15913,1137,1.272734544,101.5454691,12503
afhra.af.mil,12503,27279,11366,2.181796369,123.9091418,12503
airforcespecialtactics.af.mil,12503,19323,13640,1.545469087,21.72726546,13640
alcoholtreatment.niaaa.nih.gov,12503,14776,11366,1.181796369,36.45453091,12503
andersen.af.mil,12503,21596,12503,1.727265456,37.63640726,12503
by.usembassy.gov,12503,30689,11366,2.454530913,144.2728145,11366
ca.water.usgs.gov,12503,31826,4547,2.545469087,50.72726546,12503
campusdrugprevention.gov,12503,17050,12503,1.363672719,85.27273454,12503
cddis.nasa.gov,12503,22733,5683,1.818203631,339.1819563,12503
cfccharities.opm.gov,12503,128440,9093,10.27273454,602.9093018,12503
complaints.donotcall.gov,12503,60242,10230,4.818203631,114.8182036,14776
d8-staging.dol.gov,12503,26143,12503,2.090938175,2.909061825,12503
data.nas.nasa.gov,12503,131850,1137,10.54546909,119.2727345,17050
dceg.cancer.gov,12503,15913,12503,1.272734544,43.36367272,12503
dpcld.defense.gov,12503,12503,11366,1,0,12503
eisenhower.amedd.army.mil,12503,23869,6820,1.909061825,119.2727345,11366
elpaso.va.gov,12503,23869,11366,1.909061825,396.7274254,10230
elvprogram.ndc.nasa.gov,12503,21596,1137,1.727265456,1.272734544,12503
erie.va.gov,12503,21596,4547,1.727265456,94,13640
espanol.stopbullying.gov,12503,13640,10230,1.090938175,1.818203631,12503
everify.uscis.gov,12503,45465,9093,3.636327281,133.4546109,13640
factor.niehs.nih.gov,12503,15913,11366,1.272734544,95.27273454,11366
find.irs.gov,12503,14776,6820,1.181796369,13.45453091,12503
fj.usembassy.gov,12503,12503,11366,1,12.81820363,12503
fmc.gov,12503,36372,7956,2.909061825,153.8182036,12503
hampton.va.gov,12503,28416,10230,2.272734544,158.2728145,13640
healthcaredelivery.cancer.gov,12503,12503,10230,1,31.54546909,10230
history.uscg.mil,12503,15913,10230,1.272734544,23.18179637,12503
interact.gsa.gov,12503,32962,12503,2.636327281,229.6364073,11366
its.gov,12503,19323,11366,1.545469087,15.54546909,12503
letsmove.obamawhitehouse.archives.gov,12503,20459,9093,1.636327281,18.09093817,12503
lincs.ed.gov,12503,18186,12503,1.454530913,127.7273454,12503
mcasyuma.marines.mil,12503,26143,5683,2.090938175,297.8182836,12503
mirecc.va.gov,12503,18186,11366,1.454530913,133.6364073,11366
mr.usembassy.gov,12503,26143,6820,2.090938175,391.7274254,11366
mypba.pbgc.gov,12503,180725,17050,14.45453091,466.2728945,17050
mz.usembassy.gov,12503,17050,12503,1.363672719,48.36367272,11366
nab.usace.army.mil,12503,40919,10230,3.272734544,227.1818763,14776
neo.sci.gsfc.nasa.gov,12503,77291,11366,6.181796369,383.9092218,12503
neworleans.va.gov,12503,14776,9093,1.181796369,16.18179637,11366
northerncalifornia.va.gov,12503,13640,10230,1.090938175,151.00008,10230
nwo.usace.army.mil,12503,27279,11366,2.181796369,101.7273454,12503
oedci.uspto.gov,12503,70471,7956,5.636327281,361.7274254,9093
offutt.af.mil,12503,21596,10230,1.727265456,11.45453091,12503
organic.ams.usda.gov,12503,105707,10230,8.454530913,309.5455491,12503
parkplanning.nps.gov,12503,32962,13640,2.636327281,96.90914181,15913
patrick.af.mil,12503,19323,11366,1.545469087,163.3636727,12503
pdhealth.mil,12503,13640,12503,1.090938175,12.90906183,12503
pittsburgh.va.gov,12503,21596,11366,1.727265456,27.54546909,12503
research.noaa.gov,12503,13640,12503,1.090938175,17.18179637,12503
response.epa.gov,12503,82974,9093,6.636327281,416.1819563,11366
saj.usace.army.mil,12503,17050,11366,1.363672719,23.18179637,12503
sandiego.va.gov,12503,22733,11366,1.818203631,145.0909382,14776
sarsat.noaa.gov,12503,21596,12503,1.727265456,17.09093817,12503
search.womenshealth.gov,12503,15913,7956,1.272734544,12.27273454,13640
security.nih.gov,12503,75018,12503,6,3.909061825,12503
standards.nasa.gov,12503,29553,9093,2.363672719,151.4546109,10230
tech.gsa.gov,12503,13640,12503,1.090938175,30.63640726,12503
tecom.marines.mil,12503,15913,12503,1.272734544,6.636327281,12503
tg.usembassy.gov,12503,46602,10230,3.727265456,192.8182836,14776
thinkculturalhealth.hhs.gov,12503,119347,6820,9.545469087,409.6364872,11366
veterans.smokefree.gov,12503,12503,9093,1,0,12503
windexchange.energy.gov,12503,37509,12503,3,316.1819563,11366
afmc.af.mil,11366,15913,12503,1.400052789,19.10065106,10230
afsc.noaa.gov,11366,15913,10230,1.400052789,51.60170684,11366
afsoc.af.mil,11366,12503,11366,1.100035193,7.700246349,11366
albuquerque.va.gov,11366,13640,10230,1.200070385,54.70174204,11366
amis.cdfifund.gov,11366,13640,2273,1.200070385,0.199982404,11366
bb.usembassy.gov,11366,18186,9093,1.600035193,155.505015,12503
bs.usembassy.gov,11366,14776,10230,1.300017596,6.700246349,11366
buffalo.va.gov,11366,11366,6820,1,0,11366
carson.armymwr.com,11366,26143,10230,2.300105578,73.10232272,11366
cg.usembassy.gov,11366,38646,9093,3.400140771,293.9094668,11366
cit.nih.gov,11366,27279,6820,2.400052789,138.0044871,7956
coastalscience.noaa.gov,11366,18186,12503,1.600035193,4.900140771,12503
connector.hrsa.gov,11366,31826,5683,2.800105578,80.40260426,11366
denver.va.gov,11366,20459,11366,1.800017596,36.80116136,11366
domains.dotgov.gov,11366,17050,4547,1.500087982,34.20112617,11366
dover.af.mil,11366,15913,9093,1.400052789,7.600211156,11366
dublin.va.gov,11366,14776,11366,1.300017596,37.40119655,13640
epa.usajobs.gov,11366,53422,9093,4.700158367,326.5105578,6820
fdic-search.app.cloud.gov,11366,35236,10230,3.100123174,123.2039416,11366
fi.usembassy.gov,11366,39782,9093,3.500087982,317.8103115,11366
financialresearch.gov,11366,11366,11366,1,2.200070385,11366
geodesy.noaa.gov,11366,60242,9093,5.30019356,279.1090093,11366
gsaglobalsupply.gsa.gov,11366,45465,9093,4.000087982,91.80300897,11366
gsaxcess.gov,11366,236420,6820,20.80063347,569.418441,11366
help.waterdata.usgs.gov,11366,31826,12503,2.800105578,32.60109097,11366
hero.epa.gov,11366,15913,11366,1.400052789,18.20059828,12503
historicalcharts.noaa.gov,11366,23869,3410,2.100035193,49.50158367,12503
hsrd.research.va.gov,11366,45465,13640,4.000087982,230.1074257,12503
huntington.va.gov,11366,50012,4547,4.400140771,392.312687,11366
imls.gov,11366,27279,10230,2.400052789,133.5043111,11366
integrity.gov,11366,14776,6820,1.300017596,138.9044519,11366
louisville.va.gov,11366,20459,6820,1.800017596,186.6060179,11366
maryland.va.gov,11366,17050,7956,1.500087982,66.10214675,12503
milwaukee.va.gov,11366,15913,10230,1.400052789,28.30089741,11366
ml.usembassy.gov,11366,35236,9093,3.100123174,207.4067394,11366
mvk.usace.army.mil,11366,20459,11366,1.800017596,89.7028858,11366
mvp.va.gov,11366,11366,7956,1,0,11366
nao.usace.army.mil,11366,11366,10230,1,25.00079184,10230
nasaeclips.arc.nasa.gov,11366,26143,7956,2.300105578,56.80186521,10230
nationalmap.gov,11366,29553,11366,2.600123174,106.9034841,11366
nihms.nih.gov,11366,104571,1137,9.20033433,1250.140419,11366
no.usembassy.gov,11366,28416,9093,2.500087982,88.7028858,10230
npgsweb.ars-grin.gov,11366,90931,9093,8.000263945,511.1164878,11366
omao.noaa.gov,11366,23869,10230,2.100035193,248.6080415,9093
pacificarea.uscg.mil,11366,30689,13640,2.700070385,89.60293859,13640
prodpx-promotool.usps.com,11366,13640,9093,1.200070385,43.20139011,7956
retireefehb.opm.gov,11366,23869,6820,2.100035193,47.80151329,9093
